"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"CWC22","OK",0.0070017955702548,2.45717125844943,0.0231754095066584,"CWC22",0.0255010499183676
"TSC22D4","OK",0.00701601094389346,2.45644259454561,0.0227076229767169,"TSC22D4",0.0255472135050312
"TRIM46","OK",0.00701966898883035,2.45625529813725,0.0153760776138308,"TRIM46",0.0255515996910578
"DEGS1","OK",0.00702029662318525,2.45622317114354,0.0230149203035536,"DEGS1",0.0255515996910578
"MLYCD","OK",0.00702370013036629,2.45604899846993,0.0225898751244037,"MLYCD",0.0255583787543342
"SMAGP","OK",0.00705362486271798,2.45452081453706,0.0228319442948094,"SMAGP",0.0256616411434614
"PAWR","OK",0.00707115628058778,2.45362818310335,0.0230658027542136,"PAWR",0.0257197802784713
"CLPP","OK",0.00713997626314672,2.45014291060822,0.0230985633035503,"CLPP",0.0259644039246989
"SFR1","OK",0.0071422551344141,2.45002800877122,0.0229888841442509,"SFR1",0.025966997733317
"HEXDC","OK",0.00714635311724762,2.44982146775948,0.0229921260050133,"HEXDC",0.0259762026742645
"VPS13D","OK",0.00715881590813143,2.44919397635861,0.0225550372392518,"VPS13D",0.0260158020710491
"CD46","OK",0.00716365316838292,2.44895068380182,0.0232002814538834,"CD46",0.0260276783024751
"CHD3","OK",0.00717658322002027,2.4483010706887,0.0228765116716934,"CHD3",0.0260689464054438
"DHRS4","OK",0.00718442511179964,2.44790759235194,0.0225324470433195,"DHRS4",0.0260917177368752
"PPP2R3B","OK",0.00719775082326294,2.44723982333555,0.0225364990238466,"PPP2R3B",0.0261343903578457
"STAT5B","OK",0.00720918622703325,2.44666764890385,0.0224046146266992,"STAT5B",0.0261701822634216
"SEC11A","OK",0.0072216430861775,2.44604527575562,0.0231505835222296,"SEC11A",0.02620782311357
"YES1","OK",0.00722429562735091,2.44591287101381,0.0215261924200613,"YES1",0.02620782311357
"MAP1LC3A","OK",0.00722314406789305,2.44597034720433,0.0219606702135013,"MAP1LC3A",0.02620782311357
"SKAP1","OK",0.00722924618794013,2.4456658725378,0.0227390830192045,"SKAP1",0.0262200475121747
"MTRNR2L8","OK",0.00726966761935911,2.44365468677079,0.0218711448859813,"MTRNR2L8",0.0263608891855466
"PIKFYVE","OK",0.00727131974092919,2.44357269468493,0.0230961600395423,"PIKFYVE",0.0263611167700659
"GSTCD","OK",0.0072834306572706,2.44297215078335,0.0207088139816738,"GSTCD",0.0263940090054288
"SGSM3","OK",0.00728357525731627,2.44296498582253,0.0230964795928032,"SGSM3",0.0263940090054288
"TERF2IP","OK",0.00732397366807346,2.44096813128224,0.0231568836151898,"TERF2IP",0.0265346062163972
"CDK13","OK",0.00736035303198234,2.43917822575661,0.023040867042585,"CDK13",0.0266605842735224
"FAM126A","OK",0.00736330091223165,2.43903352850767,0.0215854878267818,"FAM126A",0.0266654386310642
"DNAH6","OK",0.007375016856017,2.43845895346579,0.0213785608656705,"DNAH6",0.0267020365802004
"SLC24A4","OK",0.00740239761105325,2.43711927295532,0.0164297413538639,"SLC24A4",0.0267953222996353
"CAPS2","OK",0.00741213614931321,2.43664384023592,0.0194667034686635,"CAPS2",0.0268247196536131
"KMT5B","OK",0.00742230239139638,2.4361481140186,0.0230274306850579,"KMT5B",0.0268556517154669
"GRAMD4","OK",0.0074571771635091,2.43445208498466,0.0215125256857085,"GRAMD4",0.0269759521120964
"PSMA3","OK",0.0074650489805081,2.43407022992676,0.0230801779213637,"PSMA3",0.0269985395531416
"TXNL1","OK",0.0074686713213398,2.43389463246613,0.0230227437079609,"TXNL1",0.0270057515883457
"GIGYF1","OK",0.00750871524298307,2.43195843662783,0.0227490472486159,"GIGYF1",0.0271446275109236
"MRPL13","OK",0.00751775814796737,2.43152245514888,0.0229626968872763,"MRPL13",0.0271713960867698
"ANKRD20A4","OK",0.0075261970092025,2.43111601264272,0.0191006110597538,"ANKRD20A4",0.0271959702820551
"APIP","OK",0.00753313062253471,2.43078236796917,0.0228314453058898,"APIP",0.0272150957319453
"TUSC2","OK",0.00755408216211878,2.4297758232248,0.0228191797899829,"TUSC2",0.0272848446735414
"MYO9A","OK",0.00757303818151133,2.42886726273167,0.0226728733350648,"MYO9A",0.027347357125745
"IP6K1","OK",0.00758286773501241,2.42839692128262,0.02122737837014,"IP6K1",0.0273768925234906
"ANGPTL4","OK",0.00759460433562352,2.4278360308966,0.0175662546067593,"ANGPTL4",0.027413298696551
"EIF2B1","OK",0.00762890026652629,2.42620139621625,0.0228994207313804,"EIF2B1",0.0275311009183214
"AUH","OK",0.0076400429679142,2.42567169810595,0.0225381169437534,"AUH",0.0275593198490268
"STK11","OK",0.00763904459703261,2.42571913058507,0.0222419327872581,"STK11",0.0275593198490268
"TESC","OK",0.00765135000672591,2.42513488260035,0.0220415666433218,"TESC",0.0275941055037086
"C4orf47","OK",0.00766339650766422,2.42456372808213,0.022179319050494,"C4orf47",0.0276315422774171
"CA4","OK",0.00767542931567397,2.42399401127587,0.00401562465467584,"CA4",0.0276689134165982
"LY6G5C","OK",0.00768669143441655,2.42346149612045,0.0202764585235084,"LY6G5C",0.0277034906847529
"SCAF4","OK",0.00771106249879424,2.42231148799844,0.022786283015235,"SCAF4",0.0277852884216818
"FBXL5","OK",0.00772815412226343,2.42150688503413,0.0227553806366266,"FBXL5",0.0278408262971028
"LIMD1","OK",0.00773018794433932,2.42141124539662,0.0224385857723543,"LIMD1",0.0278421058077768
"RDH13","OK",0.00773298017927905,2.42127997777612,0.0218197165278309,"RDH13",0.0278461157736696
"KIF26B","OK",0.00780165744949461,2.41806440272873,0.00470586869796612,"KIF26B",0.0280873215665981
"CXCL3","OK",0.00780451511417083,2.41793114302433,0.0206674075645087,"CXCL3",0.0280915120841227
"KAT6A","OK",0.00785919686364885,2.41538943720906,0.0227812342253989,"KAT6A",0.0282800199904499
"IGHMBP2","OK",0.00786029736862257,2.41533844365893,0.0219839095469344,"IGHMBP2",0.0282800199904499
"FGFR1OP2","OK",0.00786814018828976,2.41497521658569,0.0227943915871793,"FGFR1OP2",0.0283020978449304
"SUPT3H","OK",0.00787674616326252,2.41457701153789,0.0212966423084212,"SUPT3H",0.0283269106383071
"ARHGEF3","OK",0.00789776336221918,2.4136061357803,0.0226690647818825,"ARHGEF3",0.0283963371180939
"MORC3","OK",0.00790166089923399,2.4134263414366,0.0214382642719595,"MORC3",0.0284041932541602
"NHEJ1","OK",0.00792127689215205,2.41252263324976,0.0207029855904889,"NHEJ1",0.028468537060289
"KIF5B","OK",0.00792505152420055,2.4123489619079,0.0228653734436164,"KIF5B",0.0284759325347466
"CFD","OK",0.00792765514927824,2.41222921114783,0.0214947695578997,"CFD",0.02847911810828
"NEMF","OK",0.00795073091619727,2.41116937662368,0.0226313796871681,"NEMF",0.028555830007806
"BEX4","OK",0.00796336814221219,2.41059011400772,0.0228366083262045,"BEX4",0.0285950257646095
"YIPF6","OK",0.00796786411045289,2.4103842236529,0.0226932735875699,"YIPF6",0.0286049770857081
"NRROS","OK",0.00797513966611971,2.41005125995028,0.0225946271867598,"NRROS",0.0286249007795415
"SNRNP27","OK",0.00802041416709051,2.40798526716502,0.022717885834431,"SNRNP27",0.0287749490320924
"LANCL2","OK",0.00801972278241649,2.40801673966131,0.0224156920659906,"LANCL2",0.0287749490320924
